game_id,season,game_date,athlete_id,athlete_display_name,team_id,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,points,starter,athlete_position_name,team_abbreviation,team_winner,league
401725596,2025,2025-02-19,4433163.0,Rondel Walker,249,30.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,True,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5106864.0,Brenen Lorient,249,24.0,0.0,3.0,0.0,2.0,2.0,4.0,2.0,False,Forward,UNT,True,ncaam
401725596,2025,2025-02-19,4897523.0,Matthew Stone,249,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,4601284.0,Latrell Jossell,249,21.0,2.0,9.0,1.0,7.0,0.0,0.0,5.0,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5240286.0,Baron Smith Jr.,249,,,,,,,,,False,Forward,UNT,True,ncaam
401725596,2025,2025-02-19,5175357.0,Brock Vice,249,,,,,,,,,False,Center,UNT,True,ncaam
401725596,2025,2025-02-19,5240287.0,Ma'Syn Howell,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5240285.0,Tyran Mason,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5175065.0,Alex Cotton,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,5106884.0,Grayson Allo,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725596,2025,2025-02-19,4897338.0,Johnathan Massie,249,,,,,,,,,False,Guard,UNT,True,ncaam
401725585,2025,2025-02-11,5105587.0,Grant Newell,249,30.0,3.0,7.0,1.0,2.0,3.0,3.0,10.0,True,Forward,UNT,True,ncaam
401725585,2025,2025-02-11,4431824.0,Moulaye Sissoko,249,26.0,3.0,4.0,0.0,0.0,0.0,1.0,6.0,True,Forward,UNT,True,ncaam
